"iso3","iso2","admin1_id","admin2_id","iu_id","location","site_id","longitude","latitude","georeliability","location_type","survey_type","year","age_start","age_end","hk_examined","hk_positive","asc_examined","asc_positive","tt_examined","tt_positive","quality","sn","hk_prevalence","asc_prevalence","tt_prevalence","sth_prevalence","shortest","id","src","dst","identifier","improved_sewer","unpiped_sewer","surface_sewer","piped_sewer","unimproved_sewer","improved_water","unpiped_water","surface_water","piped_water","unimproved_water"
"GMB","GM",4913,47637,47637,"tendaba",16879,-15.8073816,13.43873,1,NA,NA,2015,NA,NA,0,0,0,0,0,0,1,5883,NA,NA,NA,NA,0,414,414,415,274,NA,NA,NA,NA,NA,80.9370469085215,24.9149777626143,0.350055698276514,56.0220735151927,18.712893497796
"GMB","GM",4913,47637,47637,"tendaba lower basic",16880,-15.8073816,13.43873,1,NA,NA,2015,NA,NA,49,1,49,2,49,0,1,5885,0.0204081632653061,0.0408163265306122,0,0.0569731165473505,0,415,415,414,274,NA,NA,NA,NA,NA,80.9370469085215,24.9149777626143,0.350055698276514,56.0220735151927,18.712893497796
"GMB","GM",4915,47654,47654,"touba woppa",52598,-14.2292748,13.4632534,1,NA,NA,2005,NA,NA,30,1,30,0,30,0,2,6030,0.0333333333333333,0,0,0.0314465408805031,0,416,416,417,275,24.4267826080322,19.7450542449951,14.6038417816162,4.68172693252563,10.9693756103516,82.8378024347844,34.2572817367119,0.0109501385179592,48.580521877473,17.1512466988314
"GMB","GM",4915,47654,47654,"touba woppa",17103,-14.2292748,13.4632534,1,NA,NA,2015,NA,NA,0,0,0,0,0,0,1,6029,NA,NA,NA,NA,0,417,417,416,275,29.1842079162598,23.4350910186768,13.0901527404785,5.74911594390869,7.72564029693604,85.3532181283343,26.495743478348,0.483578371039874,58.8574717384494,14.163205913233
"GMB","GM",4915,47654,47654,"touba woppa",52599,-14.2292748,13.4632534,1,NA,NA,2010,NA,NA,61,0,61,0,61,0,1,6025,0,0,0,0,0,418,418,416,275,26.053539276123,20.2511501312256,14.9108123779297,5.8023886680603,9.0356502532959,82.5254807375709,33.1687133989009,0.0525908070946804,49.3567699627406,17.4219281945392
"GMB","GM",4915,47654,47654,"touba woppa lower basic school",17104,-14.22859833,13.46138,3,NA,NA,2015,NA,NA,50,0,50,3,50,0,1,6028,0,0.06,0,0.0566037735849056,227.276022132927,419,419,419,276,NA,NA,NA,NA,NA,85.5220047805439,26.6544073769832,0.474236091606892,58.8675941687753,14.0037615729459
"GMB","GM",4916,47663,47663,"tumani tenda",16928,-16.4687475,13.216972,1,NA,NA,2015,NA,NA,0,0,0,0,0,0,1,6114,NA,NA,NA,NA,0,420,420,421,277,NA,NA,NA,NA,NA,81.3021374872713,34.5024398513384,0.193884635390283,46.7996991125272,18.5039800747247
"GMB","GM",4916,47663,47663,"tumani tenda lower basic school",16929,-16.4687475,13.216972,1,NA,NA,2015,NA,NA,50,2,50,0,50,0,1,6116,0.04,0,0,0.0377358490566037,0,421,421,420,277,NA,NA,NA,NA,NA,81.3021374872713,34.5024398513384,0.193884635390283,46.7996991125272,18.5039800747247
"GMB","GM",4916,47664,47664,"wellingara",16941,-16.675262,13.403847,1,NA,NA,2015,NA,NA,0,0,0,0,0,0,1,6141,NA,NA,NA,NA,328.128231062892,422,422,422,278,NA,NA,NA,NA,NA,95.8979673259839,76.6607157392782,0.0506876620769987,19.2372535747771,4.05134268014403
"GMB","GM",4915,47655,47655,"wellingara yareh",17092,-13.99658167,13.54440167,3,NA,NA,2015,NA,NA,0,0,0,0,0,0,1,6043,NA,NA,NA,NA,0,423,423,424,279,28.339427947998,25.851526260376,16.9190921783447,2.48790073394775,4.74147939682007,74.0095912785406,21.0372619716902,0.50977435602387,52.9723273389963,25.4806343952698
"GMB","GM",4915,47655,47655,"wellingara yareh lower basic school",17093,-13.99658167,13.54440167,3,NA,NA,2015,NA,NA,50,0,50,0,50,0,1,6056,0,0,0,0,0,424,424,423,279,28.339427947998,25.851526260376,16.9190921783447,2.48790073394775,4.74147939682007,74.0095912785406,21.0372619716902,0.50977435602387,52.9723273389963,25.4806343952698
"GMB","GM",4912,47633,47633,"wordsley",16866,-16.66836333,13.41666167,3,NA,NA,2015,NA,NA,49,0,49,0,49,0,1,5840,0,0,0,0,175.442693837269,425,425,425,280,NA,NA,NA,NA,NA,96.0270870702755,46.0346698271261,0.0490921408216768,49.992418185696,3.9238193690984
"GMB","GM",4914,47646,47646,"yallal",17072,-15.7021123,13.5552194,1,NA,NA,2015,NA,NA,0,0,0,0,0,0,1,5963,NA,NA,NA,NA,0,426,426,427,281,NA,NA,NA,NA,NA,89.6039315613048,11.6669614972575,0.460958503155491,77.9369712304315,9.93510987168719
"GMB","GM",4914,47646,47646,"yallal",52592,-15.7021123,13.5552194,1,NA,NA,2010,NA,NA,50,0,50,0,50,0,1,5970,0,0,0,0,0,427,427,426,281,NA,NA,NA,NA,NA,85.5629130563265,18.1871767308864,0.0430509779929907,67.3757378806201,14.3940365315623
"GMB","GM",4914,47646,47646,"yallal ba",17073,-15.7027675,13.558217,3,NA,NA,2015,NA,NA,0,0,0,0,0,0,1,5966,NA,NA,NA,NA,0,428,428,429,282,NA,NA,NA,NA,NA,89.7126517646925,11.6661212952524,0.464443960796991,78.0465318232475,9.82290430185276
"GMB","GM",4914,47646,47646,"yallal ba lower basic school",17074,-15.7027675,13.558217,3,NA,NA,2015,NA,NA,50,0,50,0,50,0,1,5973,0,0,0,0,0,429,429,428,282,NA,NA,NA,NA,NA,89.7126517646925,11.6661212952524,0.464443960796991,78.0465318232475,9.82290430185276
"GMB","GM",4914,47646,47646,"yallal tankonjala lower basic school",17075,-15.7021123,13.5552194,1,NA,NA,2015,NA,NA,48,0,48,0,48,0,1,5965,0,0,0,0,0,430,430,426,281,NA,NA,NA,NA,NA,89.6039315613048,11.6669614972575,0.460958503155491,77.9369712304315,9.93510987168719
"GMB","GM",4916,47662,47662,"maraskissa",NA,-16.65,13.218,3,NA,NA,1992,1,45,216,65,216,54,216,5,3,30314,0.300925925925926,0.25,0.0231481481481481,0.460218063320133,272.510593214422,260,260,260,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
