"iso3","iso2","admin1_id","admin2_id","iu_id","site_id","georeliability","location_type","survey_type","year","age_start","age_end","hk_examined","hk_positive","asc_examined","asc_positive","tt_examined","tt_positive","quality","sn","hk_prevalence","asc_prevalence","tt_prevalence","sth_prevalence","shortest","id","src","dst","identifier","improved_sewer","unpiped_sewer","surface_sewer","piped_sewer","unimproved_sewer","improved_water","unpiped_water","surface_water","piped_water","unimproved_water","p_density","elevation","x","y","longitude","latitude","AnnualPrecip","AnPET","AridityIndex","geometry"
"STP","ST",4018,39144,39144,109217,3,,,2014,9,0,50,0,50,8,50,37,1,1525,0,0.16,0.74,0.737358490566038,1464.75939181898,67,67,67,16,,,,,,,,,,,161.945259926932,256.848922927133,745166.417997778,27387.3464447234,6.693943825,0.246023963,1231.5405795222,619.406373062475,1.00383353271094,c(745166.417997778, 27387.3464447234)
"STP","ST",4017,39142,39142,109273,3,,,2014,5,0,18,0,18,15,18,14,1,1572,0,0.833333333333333,0.777777777777778,0.908455625436758,3127.10723994492,68,68,68,17,,,,,,,,,,,52.3171418827602,43.758999999976,829330.206409888,181846.095051226,7.45,1.63333,,,,c(829330.206409888, 181846.095051226)
"STP","ST",4017,39142,39142,109275,1,,,2014,10,0,50,0,50,43,50,37,1,1573,0,0.86,0.74,0.909056603773585,2930.79437294682,69,69,69,18,,,,,,,,,,,52.3171418827602,148.594315685887,824399.020134524,179682.422250381,7.4057024,1.6139012,1087.5825051491,685.429032730235,0.79405290978112,c(824399.020134524, 179682.422250381)
"STP","ST",4018,39145,39145,109226,1,,,2014,9,0,50,2,50,0,50,43,1,1532,0.04,0,0.86,0.816603773584906,8500.70528861773,70,70,70,19,,,,,,,,,,,64.0249724775042,606.10872231911,725169.527354192,26901.5813023107,6.5143087,0.2416603,1392.61725713824,594.47514876926,1.18091284824272,c(725169.527354192, 26901.5813023107)
"STP","ST",4017,39142,39142,109279,4,,,2014,12,0,30,0,30,23,30,21,1,1575,0,0.766666666666667,0.7,0.877358490566038,1944.34040775456,73,73,73,20,,,,,,,,,,,379.169098563058,102.985388702268,746513.38528353,35677.0893211772,6.706043838,0.320491075,1231.5405795222,619.406373062475,1.00383353271094,c(746513.38528353, 35677.0893211772)
"STP","ST",4018,39146,39146,109238,3,,,2014,10,0,24,0,24,0,24,11,1,1544,0,0,0.458333333333333,0.432389937106918,3621.99628250312,74,74,74,21,,,,,,,,,,,64.0249724775042,189.676386080057,732852.943324082,40817.7963046724,6.58333,0.36667,1207.16926615265,638.242399664255,0.956738578993065,c(732852.943324082, 40817.7963046724)
"STP","ST",4017,39142,39142,109285,1,,,2014,12,0,30,4,30,26,30,27,1,1578,0.133333333333333,0.866666666666667,0.9,0.932494758909853,4778.24069695312,82,82,82,22,,,,,,,,,,,379.169098563058,711.202465855947,739008.688525968,33488.730243869,6.638628,0.300833,1231.5405795222,619.406373062475,1.00383353271094,c(739008.688525968, 33488.730243869)
"STP","ST",4017,39142,39142,109287,3,,,2014,8,0,50,1,50,32,50,28,1,1579,0.02,0.64,0.56,0.796950943396227,649.829474269547,85,85,85,23,,,,,,,,,,,52.3171418827602,55.7182019610219,826301.781926755,182625.482528722,7.4227952,1.6403285,1087.5825051491,685.429032730235,0.79405290978112,c(826301.781926755, 182625.482528722)
"STP","ST",4017,39142,39142,109289,1,,,2014,10,0,50,2,50,37,50,34,1,1580,0.04,0.74,0.68,0.868045283018868,649.829474269547,87,87,87,24,,,,,,,,,,,52.3171418827602,34.7176697599793,825749.058391069,182283.75889956,7.41783,1.63726,1087.5825051491,685.429032730235,0.79405290978112,c(825749.058391069, 182283.75889956)
"STP","ST",,,,,4,,,2000,5,15,40,2,40,31,40,23,3,31663,0.05,0.775,0.575,0.857694575471698,460.414349265802,89,89,89,25,,,,,,,,,,,42.9000015258789,13.3605838079997,729328.568245567,39982.5494091927,6.55167,0.359167,1207.16926615265,638.242399664255,0.956738578993065,c(729328.568245567, 39982.5494091927)
"STP","ST",4018,39147,39147,109255,1,,,2014,10,0,50,0,50,0,50,16,1,1556,0,0,0.32,0.30188679245283,2767.36119303067,90,90,90,26,,,,,,,,,,,206.947034511021,24.543967150092,739023.29364316,45125.2905231709,6.6387592,0.405364,954.98874423811,676.220729140135,0.711421078094875,c(739023.29364316, 45125.2905231709)
"STP","ST",4018,39144,39144,109221,1,,,2014,7,0,25,1,25,12,25,20,1,1527,0.04,0.48,0.8,0.849207547169811,1491.38885305093,94,94,94,27,,,,,,,,,,,161.945259926932,241.766107343995,744657.930044745,24509.5509072628,6.689376,0.2201725,1167.32834069827,608.06310238708,0.96403399252743,c(744657.930044745, 24509.5509072628)
"STP","ST",4018,39147,39147,109257,1,,,2014,10,0,51,5,51,39,51,34,1,1557,0.0980392156862745,0.764705882352941,0.666666666666667,0.876658469529136,1542.05644837472,100,100,100,28,,,,,,,,,,,206.947034511021,147.294169411078,738986.112933235,42358.1791109756,6.6384252,0.3805072,954.98874423811,676.220729140135,0.711421078094875,c(738986.112933235, 42358.1791109756)
