"Row.names","iso3","iso2","admin1_id","admin2_id","iu_id","location","site_id","longitude","latitude","georeliability","location_type","survey_type","year","age_start","age_end","hk_examined","hk_positive","hk_perc_highinfection","hk_perc_moderateinfection","asc_examined","asc_positive","asc_perc_highinfection","asc_perc_moderateinfection","tt_examined","tt_positive","tt_perc_highinfection","tt_perc_moderateinfection","quality","sn","hk_prevalence","asc_prevalence","tt_prevalence","sth_prevalence","shortest","id","src","dst","identifier","improved_sewer","unpiped_sewer","surface_sewer","piped_sewer","unimproved_sewer","improved_water","unpiped_water","surface_water","piped_water","unimproved_water"
"108","ETH","ET",1943,3180,18619,"kemissie",52401,39.8733409,10.7242788,1,NA,NA,2010,NA,NA,0,0,NA,NA,345,50,NA,NA,345,13,NA,NA,1,5038,NA,0.144927536231884,0.0376811594202898,NA,43922.7416926256,107,107,107,89,13.1876451287315,12.6774480352673,47.3487647972722,0.510197183814093,39.463590578621,23.5112193336827,11.8210108329183,22.6592394296937,11.6902101749442,53.8295429356796
"109","ETH","ET",1948,3189,18839,"kencha wadesa",52286,41.004902,9.1872702,3,NA,NA,2009,NA,NA,95,4,NA,NA,95,1,NA,NA,95,0,NA,NA,1,5143,0.0421052631578947,0.0105263157894736,0,0.0492343072178957,13471.419548671,108,108,108,90,18.4281942255195,17.9426453870761,4.93252881806228,0.485548421246556,76.6392787136826,7.76645933792998,5.6692124578599,57.2439674893227,2.09724751527262,34.9895737452271
"11","ETH","ET",1948,3689,19002,"albula geta",52493,38.313599,7.3650999,3,NA,NA,2009,NA,NA,105,10,NA,NA,105,12,NA,NA,105,5,NA,NA,1,5228,0.0952380952380952,0.114285714285714,0.0476190476190476,0.223395737450416,19179.7840921301,10,10,10,11,2.59289474998514,2.23364977299697,49.0213753874803,0.359244825399368,48.3857269866056,48.5777363561642,28.9740112606949,24.4481964416602,19.6037232505356,26.9740663194305
"110","ETH","ET",1948,3159,18953,"kentery",52446,36.797298,7.8636298,3,NA,NA,2009,NA,NA,83,18,NA,NA,83,19,NA,NA,83,12,NA,NA,1,5203,0.216867469879518,0.228915662650602,0.144578313253012,0.456079254476309,11619.8745243012,109,109,109,91,49.1282684994987,48.8498843002414,4.57344493153767,0.278388369226424,46.2982832324907,71.6640466510317,43.4383799659872,11.3654161167792,28.225669283736,16.9705348042571
"111","ETH","ET",1948,3689,19002,"keransa kubi",52494,38.4823,7.33038,3,NA,NA,2009,NA,NA,103,30,NA,NA,103,16,NA,NA,103,23,NA,NA,1,5227,0.29126213592233,0.155339805825243,0.223300970873786,0.504749835580987,17212.3716179882,110,110,110,92,10.1445994912905,9.7069675859714,61.6188294158125,0.437631893453289,28.2365719582307,45.3996148766177,26.8744521709758,26.9852663961926,18.52516217556,27.6151196525569
"112","ETH","ET",1948,3689,18766,"kersa gera",52172,38.6353,7.35253,3,NA,NA,2009,NA,NA,108,24,NA,NA,108,8,NA,NA,108,6,NA,NA,1,5111,0.222222222222222,0.074074074074074,0.0555555555555555,0.30174012820181,17212.3716179882,111,111,111,93,31.2389554786009,30.7064718673558,33.2197853781952,0.532485097850435,35.5412582718158,99.809832627099,0.0357643368459918,0.10293146903515,99.7740651854305,0.0872358885859291
"113","ETH","ET",1948,3151,18750,"kiltu sorsa",52154,39.017502,5.9244699,3,NA,NA,2009,NA,NA,109,39,NA,NA,109,12,NA,NA,109,3,NA,NA,1,5104,0.357798165137615,0.110091743119266,0.0275229357798165,0.419083643453632,0,112,112,113,94,23.6498975939723,23.1286411785343,33.1574467133097,0.521256655261777,43.192655105818,49.0276949187767,22.6074360203829,9.7187732120673,26.420260151886,41.2535309648092
"114","ETH","ET",1948,3151,18750,"kiltu sorsa",52154,39.017502,5.9244699,3,NA,NA,2009,NA,NA,107,38,NA,NA,107,11,NA,NA,107,3,NA,NA,1,5105,0.355140186915888,0.102803738317757,0.02803738317757,0.412882696039056,0,113,113,112,94,23.6498975939723,23.1286411785343,33.1574467133097,0.521256655261777,43.192655105818,49.0276949187767,22.6074360203829,9.7187732120673,26.420260151886,41.2535309648092
"115","ETH","ET",1948,3159,18928,"kitimbile",52404,37.027599,7.70819,3,NA,NA,2009,NA,NA,83,38,NA,NA,83,13,NA,NA,83,7,NA,NA,1,5182,0.457831325301205,0.156626506024096,0.0843373493975903,0.548408133639684,21696.6077021107,114,114,114,95,28.586765090905,28.1679268819342,14.9823828641172,0.418839164494346,56.43085234295,70.6001824735235,7.74651985882945,14.7314521880495,62.8536632791697,14.6683645881767
"116","ETH","ET",1948,3194,18774,"kobor chandi",52178,34.558399,9.4807301,3,NA,NA,2009,NA,NA,107,21,NA,NA,107,23,NA,NA,107,1,NA,NA,1,5113,0.196261682242991,0.214953271028037,0.0093457943925233,0.353702640149143,58495.9476425592,115,115,115,96,16.7518948995607,16.3478598827532,48.4427165274812,0.404033189296714,34.8053871419848,48.5959227237927,16.9462385416729,32.4859381955928,31.6496850720158,18.9181373689255
"117","ETH","ET",1943,3171,18602,"koladeba",NA,37.316002,12.419,3,NA,NA,1995,5,16,117,13,NA,NA,117,63,NA,NA,117,37,NA,NA,3,30122,0.111111111111111,0.538461538461538,0.316239316239316,0.67875735509988,7371.17946090306,116,116,116,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","ETH","ET",1943,3180,18618,"kombolcha",52397,39.7291837,11.0849336,1,NA,NA,1996,NA,NA,105,0,NA,NA,105,40,NA,NA,105,11,NA,NA,3,5036,0,0.380952380952381,0.104761904761905,0.420570744020879,43922.7416926256,117,117,117,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","ETH","ET",1948,3689,18766,"langano",52173,38.7577605,7.5931759,1,NA,NA,2003,NA,NA,89,46,NA,NA,89,2,NA,NA,89,6,NA,NA,2,5110,0.51685393258427,0.0224719101123595,0.0674157303370786,0.52787815613035,20597.9284241049,118,118,118,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","ETH","ET",1948,3164,18867,"alchaya jilo",52316,34.6469,8.9694595,3,NA,NA,2009,NA,NA,99,5,NA,NA,99,38,NA,NA,99,7,NA,NA,1,5156,0.0505050505050505,0.383838383838384,0.0707070707070707,0.430494611007574,16468.4271300551,11,11,11,12,42.8546604144409,42.2966535844067,29.0934415347532,0.558006801909964,28.0518985964015,54.459621672627,22.4170784509819,22.0937666340838,32.0425426247936,23.446613246491
